sx,sx2,sy,sy2,gamma,delta
12826.8597284,4196.26518531,33317.119537,24814.1386215,1.88,0.84
12900.6739964,4294.46475078,39256.646012,34382.4891931,1.48,0.28
19517.735128,11302.6887142,24213.3559066,14082.7574837,0.72,1.68
21827.205988,13839.8227392,23220.2801479,12980.8556529,0.52,1.68
22066.678278,14430.8763523,24974.5332716,14737.2309952,0.2,1.52
22178.600503,14600.8690754,24744.6941541,14579.6598849,0.2,1.56
14594.301738,5708.08457112,32260.283528,23311.9401834,1.4,0.92
14769.715452,6038.36279601,32069.599815,23072.7413081,1.4,0.96
14850.480904,5954.56116699,29422.749661,19577.236783,1.6,1.2
21694.433948,13900.8629963,27801.012848,17734.9555505,0.2,1.24
13927.9174467,5104.71436052,31540.664447,22319.631198,1.64,1
11267.7279863,3130.69245509,42170.569142,39726.4008337,1.64,0
16097.910787,7277.56543321,22166.7192142,12124.5170074,1.64,2
19403.095168,10792.1411569,36746.23636,30151.6346296,0.56,0.44
13361.9234611,4712.9512951,38949.786972,33853.755082,1.36,0.28
15657.697011,6785.83072297,29752.562602,20015.1452003,1.4,1.16
16562.471615,7532.97870646,29655.781223,19840.6350851,1.4,1.12
17602.057404,8992.21561009,36485.188974,29718.3870112,0.56,0.48
13050.8513825,4426.41381471,39575.735471,34950.1537947,1.36,0.24
11021.8338502,2942.48452514,40701.689101,36968.275607,1.8,0.16
16718.341949,7860.902695,37964.008429,32164.6852917,0.8,0.36
16199.754851,7271.33488523,24671.5295157,14280.6403069,1.48,1.64
11094.479482,2986.18085705,41112.982753,37721.0145554,1.8,0.12
16491.939728,7610.67733961,38250.505983,32648.5193325,0.8,0.32
16611.057148,7791.44428263,24743.0143045,14522.1714758,1.48,1.68
13513.2381246,4801.88076307,41676.429,38780.5237298,1.28,0.04
21864.879406,13803.2845667,26316.4103332,16066.8421952,0.4,1.36
17851.726306,9264.91914652,38823.839697,33642.3315303,0.44,0.24
17875.433493,9153.16592563,34352.436669,26388.7611691,0.76,0.68
18668.284191,10194.41045,37612.581504,31580.3645987,0.2,0.36
17785.649621,9048.70409568,34819.514926,27097.8161054,0.76,0.64
21030.988324,12824.9395851,27822.304092,17721.2945215,0.56,1.24
10691.1952885,2760.75906377,42372.819143,40096.7267411,1.76,0
19948.393261,11614.0324623,37921.893977,32107.3320497,0.2,0.32
15927.292956,6945.76439902,21467.3158122,11299.0007419,1.76,2
17837.904165,9242.50691978,38494.96951,33074.1768935,0.44,0.28
18744.170282,10193.2805691,29628.36631,19890.6187054,0.68,1.12
19766.296312,11283.0962291,28861.686599,18948.3322513,0.68,1.16
19789.008284,11207.3503346,30155.993362,20540.6479679,0.56,1.04
19484.658976,10844.5401738,21882.5716785,11735.0880705,1.04,1.88
16347.572661,7453.75333916,40543.82011,36687.7663344,0.64,0.12
19709.149553,11262.2376958,29727.022658,20000.2288264,0.52,1.08
17784.746474,9016.67919082,22953.701871,12817.2019865,1.24,1.84
18837.565501,10485.1195225,30121.088628,20534.6285798,0.56,1.08
18387.014224,9819.2011207,25762.376422,15507.5539081,0.88,1.52
19887.149346,11332.374956,24624.8530444,14264.056657,0.88,1.56
12589.9008113,4047.79553252,36314.197234,29419.16039,1.68,0.56
19409.925658,10830.1381515,27720.698332,17582.4186834,0.76,1.28
12488.1647588,3977.44896319,36733.64321,30099.7987377,1.68,0.52
19028.733629,10462.1392279,28252.767233,18228.9591204,0.76,1.24
17731.245967,8831.92839208,21087.5437561,11179.4476457,1.6,2
16098.422357,7309.92189872,35857.456937,28704.7019672,0.88,0.56
20670.650324,12619.146302,23686.9707923,13551.9664826,0.04,1.72
16404.163599,7509.19987666,36292.32273,29403.6797517,0.88,0.52
23172.212499,16132.9557113,22938.2844951,13024.5137723,0.04,1.76
18599.762403,10027.7334979,25623.0217936,15287.1609883,0.04,1.52
18139.469119,9357.22364268,22615.535493,12376.6775845,1.04,1.84
18623.968161,10032.2153497,27641.880108,17528.555628,0.8,1.32
20385.982933,12188.2514857,27230.835504,17081.8480922,0.4,1.32
19948.076417,11705.529022,30324.339879,20805.9669703,0.52,1.04
15348.757223,6388.06780901,24447.306914,14041.4466791,1.76,1.68
16207.52325,7297.62341466,24028.5139612,13712.0636206,1.68,1.72
16616.578153,7557.98371079,23129.0609994,12745.5562511,1.68,1.76
15672.959008,6707.87170398,24592.3160543,14131.0079865,1.76,1.64
17001.297572,8024.01909426,23955.5051748,13514.5771496,1.44,1.68
16899.512981,7962.9192951,24574.9084064,14191.2535062,1.44,1.64
19171.32467,10652.3590102,39658.087516,35108.8285,0.16,0.16
18796.286164,10261.7504091,40202.529303,36080.0409302,0.16,0.12
19978.066937,11640.0737029,39663.838092,35120.9912659,0.04,0.16
19663.797863,11461.0750092,23810.8258698,13572.690469,0,1.72
17368.789467,8528.42772775,40601.211383,36788.0525751,0.04,0.12
20235.573499,11782.1264566,22790.0254908,12618.9801146,0.88,1.76
14440.3831985,5576.39613665,38644.699471,33320.1709774,1.16,0.32
15816.985743,6906.21301388,29574.935941,19763.5955921,1.32,1.16
15550.452411,6726.3058596,30222.50712,20612.3546138,1.32,1.12
22734.24183,15476.3821487,22811.5368508,12761.4581628,0,1.76
22642.413037,14960.5143853,21779.0674238,11746.6012204,0.32,1.84
19520.360303,11072.3478201,23365.7044644,13082.0586607,0.88,1.72
16513.169854,7824.18333102,41078.035813,37688.0490115,0.52,0.04
14093.73619,5324.46533949,38231.153994,32608.173206,1.16,0.36
17996.191638,9220.5167441,40684.168447,36958.8091224,0.52,0.08
14002.704426,5217.21933383,32030.195827,23002.3451797,1.64,0.96
14612.2795991,5661.53392138,32182.406664,23201.8549964,1.64,0.92
16516.688819,7606.30203652,29936.194348,20233.9250595,1.16,1.12
16763.196774,7929.3453018,34948.344576,27286.1319124,0.8,0.64
20146.499688,12033.5123693,29867.867356,20231.2564178,0.36,1.08
20601.220966,12310.6427681,29657.488945,19921.936774,0.08,1.08
18043.637561,9163.25932054,22525.8240341,12294.6659348,1.2,1.84
21708.75824,13812.4647058,26895.865833,16694.9773731,0.28,1.32
22116.395114,14215.6963626,26758.697474,16535.0898617,0.24,1.32
18977.888495,10501.4213232,21773.7127929,11853.8297626,0,2
14578.661766,5818.11685784,31932.578929,22878.5440827,0,1
19163.883201,10978.3737236,40981.665572,37525.159423,0,0
17164.937952,8131.99286992,22603.9862944,12239.6067726,1.52,1.8
13117.3831866,4458.47110395,33350.711403,24868.6857851,1.72,0.84
16381.823699,7336.07475166,21809.1503617,11518.8133207,1.64,1.92
13625.250939,4853.62361554,32807.082134,24084.00691,1.72,0.88
18357.930428,9662.70458516,29993.551431,20330.1657229,0.76,1.08
14511.272764,5673.1671243,38167.767652,32499.8116888,1.2,0.36
19771.918398,11519.2902983,35776.206986,28597.2000403,0.28,0.52
14308.515896,5473.92857377,38644.122989,33319.2884984,1.2,0.32
17162.532071,8326.75960903,26600.233128,16323.3743916,1.24,1.44
19610.268804,11121.703686,31073.58729,21747.2129596,0.48,0.96
19487.031445,11088.5514607,31588.24975,22453.6985551,0.48,0.92
16345.047981,7482.32708285,38412.69454,32927.6032226,0.68,0.32
17057.695027,8246.83532947,26615.514049,16331.0965174,1.16,1.44
17075.754355,8198.26323179,37897.785324,32049.618761,0.68,0.36
17451.868534,8700.23275315,26175.548709,15855.4301362,1,1.48
18841.675566,10078.440521,31155.238377,21834.5686492,0.64,0.96
21281.973583,13385.0695554,23175.5404522,13028.4805795,0.52,1.72
18925.923893,10385.036676,31727.540884,22637.6316104,0.64,0.92
17900.286777,9164.63517635,26442.946929,16164.0480884,1,1.44
20317.779815,12091.299641,37480.427219,31370.0657254,0.12,0.36
12075.2624932,3687.49623097,38729.264012,33464.2077005,1.6,0.32
25344.10547,18476.690523,20169.4712214,10390.7300137,0.04,1.92
22294.832075,14294.2321546,37751.784199,31829.0800083,0.12,0.32
12787.4417191,4216.7317505,38345.663854,32799.6520111,1.6,0.36
18696.36108,10046.7756967,25084.4157108,14765.9897528,0.96,1.56
13871.118607,5124.68126787,26940.537085,16667.0483635,1.8,1.48
15280.345542,6463.55967874,29860.522701,20145.7553185,1.36,1.16
18961.376224,10267.8622709,25130.736749,14712.8632207,0.96,1.52
22864.361564,15250.7219343,22883.8284558,12637.2458989,0.32,1.68
13060.916186,4420.77047219,38788.885169,33567.3270464,1.52,0.32
14428.975742,5569.11202135,27073.617814,16815.0241064,1.8,1.44
14052.7898963,5301.56917776,41450.171516,38369.8554842,1,0.04
12546.4620451,4042.01750941,38325.867027,32766.0174057,1.52,0.36
18293.111391,9822.44958306,38427.508138,32961.4958957,0.08,0.28
19782.948624,11414.8171183,38848.033723,33691.1169845,0.08,0.24
14849.3362678,6006.70861008,41044.405767,37609.3255167,1,0.08
24257.065648,16923.5570308,24053.0967545,13750.8586891,0.12,1.52
15911.441711,7080.46052463,22606.1711281,12616.3528225,1.64,1.96
24232.051647,16936.7836078,23576.3094336,13276.0825986,0.12,1.56
18272.946439,9660.06090977,21589.4039361,11604.3639948,1.04,2
17639.146694,8761.07463857,30907.728297,21497.6424771,1.04,1
14174.8463766,5396.86732851,41868.531854,39156.6138014,1.04,0
16299.430959,7290.92853569,22009.1916013,11790.1116098,1.6,1.92
20628.924204,12251.9443761,28658.332783,18691.868844,0.64,1.16
19756.420392,11163.8205281,29262.092441,19415.0910732,0.64,1.12
12273.6085516,3767.69326276,34265.28456,26217.1535141,1.96,0.76
12319.2419219,3838.37834567,34690.423092,26863.0215754,1.96,0.72
16136.330122,7213.19139266,28280.60888,18185.3219144,1.28,1.28
17333.9712672,8385.3083224,36149.11687,29173.6315308,0.96,0.52
18691.344828,10001.7638869,22785.7565158,12529.5050096,1.08,1.8
16057.837122,7200.45336888,35877.31781,28736.3015004,0.96,0.56
20359.636758,11934.8281286,23946.241786,13657.7404696,0.68,1.64
19295.248687,10555.6174997,23599.9470996,13214.9786252,0.88,1.68
22746.293813,15180.9387783,20817.3691536,10899.270571,0.2,1.96
21767.880209,13497.0196444,22965.056054,12658.4402859,0.68,1.68
20489.00773,12242.7246033,22012.1702684,11951.3854823,0.6,1.88
23597.279872,16313.8445696,21932.1392028,11852.9317027,0.16,1.8
21742.002295,14138.2203367,24502.5820224,14326.9814349,0.24,1.6
20070.823704,11914.8422851,23667.2834352,13558.3803595,0.6,1.72
22947.257449,15620.013021,25895.8846419,15739.1932935,0.24,1.4
21544.345632,13650.4134212,28236.92282,18256.6218017,0.24,1.2
21417.444527,13506.7602935,22916.1970123,12864.1116279,0.6,1.76
18466.933837,9815.87048481,33881.629536,25689.0871491,0.64,0.72
14008.1964258,5215.62601749,40788.152219,37131.1526663,1.08,0.12
22636.39734,15088.4068617,28007.749467,17999.3638138,0.16,1.2
18147.869136,9452.51885911,33487.066429,25107.366986,0.64,0.76
14656.83394,5801.71120099,40285.237577,36220.4794664,1.08,0.16
23456.010381,15864.4772489,23583.8169449,13318.3799718,0.16,1.6
22028.54237,14475.195698,22681.9931059,12708.2927518,0.24,1.8
16912.804825,7825.74862803,30042.967283,20337.5177107,1.36,1.08
14887.085328,5966.39867736,35191.999044,27650.890774,1.4,0.64
17091.282845,8268.59810276,22411.3686612,12271.6025724,1.36,1.92
17720.686133,8754.39285298,21197.5058178,11008.5999483,1.36,1.96
14412.271579,5581.92533994,34839.355344,27103.8192755,1.4,0.68
19349.362878,11147.3076963,23811.4371319,13767.3562397,0.72,1.76
12360.2310963,3879.08589647,40501.039851,36612.295097,1.48,0.16
11921.1656835,3579.30155675,34812.783967,27049.8186738,1.88,0.72
20220.097402,11952.1933873,23205.5328635,12932.4222697,0.72,1.72
12302.4854679,3840.63470671,40853.231753,37255.0116032,1.48,0.12
12225.3477704,3746.78403348,34239.225677,26179.7683694,1.88,0.76
17410.322341,8644.18371726,39046.473753,34027.6311341,0.6,0.24
23153.166754,15550.1929515,20538.4900837,10763.9063359,0.44,1.96
16956.326184,8152.47312103,34508.399684,26618.3669495,0.84,0.68
22169.61724,14645.8428176,25717.0782258,15524.6769889,0.2,1.44
14088.6554267,5401.72664214,38853.645824,33685.2558708,1.12,0.28
14866.090922,5965.6537408,33515.308954,25118.0669936,1.36,0.8
13550.6861192,4818.1704013,37879.093478,32007.7694779,1.36,0.4
14580.6145344,5759.55762586,35634.984564,28343.1879181,1.36,0.6
15230.948647,6337.40729472,24914.2440646,14499.8733513,1.64,1.64
22230.952118,14519.0126377,25150.0507391,14877.1850461,0.2,1.48
12650.2166111,4149.68220957,39957.495047,35630.4567738,1.36,0.2
14828.296261,5929.2871831,33090.465635,24500.1913912,1.4,0.84
13558.275192,4785.27800136,29898.589729,20144.5189189,1.88,1.16
17958.106159,9329.35924052,33954.295031,25797.2790239,0.56,0.72
19868.810872,11376.0138405,33210.981544,24718.102116,0.56,0.76
18402.868877,9632.02939833,27713.138457,17503.418062,0.84,1.28
20304.638195,11939.4325959,26308.2597698,16005.6765676,0.56,1.4
20548.702782,12609.1700431,22557.8453647,12629.8797716,2,1.84
12877.5154661,4228.06332345,32891.228714,24199.2174668,1.92,0.88
15482.275306,6540.99067678,28827.140488,18846.383246,1.4,1.24
16835.892039,7907.98001424,24130.1920553,13746.6142472,1.36,1.68
13061.9514975,4473.87256239,38268.730941,32670.6608783,1.36,0.36
18238.435306,9748.24772177,28797.397171,18961.7970385,0.84,1.24
13456.2474801,4804.478508,38625.38181,33284.0444379,1.36,0.32
12523.5168156,4020.50027878,33481.535018,25057.3557446,1.92,0.84
16575.519633,7709.22315241,23973.3457457,13624.8190268,1.48,1.72
13538.7471707,4865.06425971,38587.35404,33220.4750661,1.28,0.32
18162.002821,9517.86238304,33079.316408,24519.8188099,0.68,0.8
10614.7977233,2716.93114228,41925.003617,39251.0214457,1.8,0.04
16126.672414,7228.61651633,23742.8092328,13386.8584726,1.48,1.76
14225.390961,5435.97240373,38159.847887,32487.3745562,1.28,0.36
16390.7655526,7545.14703574,39567.160716,34943.553469,0.68,0.2
17849.989336,9326.25207543,38136.879905,32463.7901731,0.44,0.32
17390.68468,8776.46178768,35262.411779,27780.6077751,0.68,0.6
17889.930753,9118.57350266,37329.730446,31105.4639395,0.68,0.4
11028.1056844,2957.08595393,41430.521879,38321.6068572,1.8,0.08
22368.921293,14853.0452459,20742.5210529,10928.6750216,0.28,2
17434.600531,8640.47761265,36136.902858,29157.6232925,0.76,0.52
15437.844446,6608.84921493,39648.096762,35085.9487297,0.88,0.2
20815.167576,12691.7969366,30497.565243,21009.1935856,0.28,1
16044.7264759,7219.0057489,37528.837799,31428.6232907,0.88,0.4
17175.889565,8408.75486946,35716.242152,28485.4886951,0.76,0.56
17120.812966,8343.39309908,35305.914351,27844.5158174,0.88,0.6
14426.873494,5555.98301488,33556.987143,25176.9012968,1.44,0.8
17170.357573,8409.50784739,33209.939638,24695.2472702,0.88,0.8
13461.618504,4813.00602944,35753.981697,28525.2957899,1.44,0.6
18938.984134,10524.5060076,40519.606219,36659.7443093,0.2,0.08
13339.3312613,4653.58298708,37903.620453,32049.7012075,1.44,0.4
13403.9503569,4689.62433349,39998.012065,35700.376971,1.44,0.2
14231.5681129,5453.52842302,38518.181599,33102.4133952,1.12,0.32
13893.7385609,5122.85267877,40345.740213,36328.5404508,1.24,0.16
19358.684275,10783.8206971,30196.610798,20583.4240797,0.68,1.04
19063.623969,10281.6149956,22102.9743621,11853.7551109,1.16,1.84
15261.887451,6413.46623236,35148.809221,27587.8092782,1.2,0.64
19043.6504,10553.461974,29962.468699,20318.4230231,0.68,1.08
18828.285286,10499.3814891,29399.238273,19661.1627946,0.56,1.16
19614.64215,11275.6657287,29628.859706,19937.3772666,0.56,1.12
17923.120458,9163.27891628,21823.1330481,11769.0800376,1.24,1.96
18358.893257,9569.01492622,21630.6684118,11429.4066196,1.24,1.92
15385.767898,6484.71542309,25640.1169482,15231.2083854,1.56,1.56
18858.284597,10311.8666175,26063.4311805,15856.176623,0.88,1.48
13587.294934,4812.84898897,30711.327439,21196.9274949,1.76,1.08
19358.910441,10749.2212305,25943.187742,15599.7802849,0.88,1.44
12756.8497528,4186.91288222,37519.190312,31399.0778961,1.68,0.44
19654.386366,11128.8048853,26905.277702,16699.4839478,0.76,1.36
12507.408694,3989.98190501,33026.673265,24392.9399523,1.88,0.88
19631.641203,11165.3926643,27352.2058,17212.0155362,0.76,1.32
16087.929899,7325.62305697,32797.600729,24102.0574173,2,0.84
14563.991269,5679.92050875,32297.225515,23363.9912245,1.44,0.92
19249.91127,10639.6052112,23663.7004173,13279.9893176,0.04,1.68
14338.447022,5525.42089577,32034.490383,23012.2300569,1.44,0.96
16686.325018,7869.08118279,34957.19286,27297.5930117,0.88,0.64
24611.02016,17406.2492217,22837.8264816,12595.915392,0.04,1.64
19095.172887,10319.8670497,21649.9543214,11428.332303,1.16,1.88
17013.697052,8181.57607441,34505.083126,26611.5006661,0.88,0.68
22114.212953,14949.9202404,22340.1261296,12602.5413298,0,1.92
21866.48407,14178.8042626,30007.847384,20429.0382397,0.08,1.04
17380.944043,8501.32617549,22011.7680684,11896.3326474,0,1.96
17972.694297,9051.16424334,32152.012855,23189.0561042,0.88,0.88
22162.268588,14652.3653947,22512.2698054,12496.0382202,0.2,1.8
20263.445904,12182.3387142,27730.793078,17662.9724331,0.4,1.28
22645.143728,15358.3042717,26211.4349618,16154.0853655,0.2,1.4
20423.79884,12312.6498431,28143.864191,18132.6763705,0.4,1.24
23004.13063,15481.4937528,23871.4313669,13652.8593244,0.2,1.6
14216.3137897,5418.94599174,34445.53064,26505.7768459,1.44,0.72
17386.105742,8540.90129148,32702.057446,23966.8807969,0.88,0.84
21479.776225,13790.0672523,28392.688102,18461.5102588,0.2,1.2
14506.761376,5587.75950719,33954.678856,25766.7052765,1.44,0.76
13550.9235202,4837.75066633,31238.630228,21913.318478,1.68,1.04
20253.987295,12383.6381627,32469.919098,23703.6494098,0.28,0.84
19773.448411,11510.3544593,31966.456203,22973.0633437,0.28,0.88
14524.200729,5671.7764845,30676.809877,21176.0653231,1.68,1.08
13676.938829,4908.02371479,30386.245914,20788.1697047,1.76,1.12
15100.948986,6213.5913515,34739.154323,26954.6383749,1.2,0.68
19659.665011,11148.0897443,40587.263149,36779.1791161,0.16,0.08
16501.628509,7578.33782789,23609.8405955,13279.6360778,1.44,1.76
19485.247252,11058.3770149,40942.931846,37434.2685453,0.16,0.04
17107.47686,8128.33488012,23450.3910492,13027.6547207,1.4,1.72
16164.553594,7388.58466061,24253.5372278,13912.0453652,1.44,1.72
15090.238348,6209.31833481,39664.218538,35103.8440398,0.04,0.24
18421.7498,9842.54354247,21723.8225134,11786.8514615,1.08,2
16644.146595,7891.4562006,31275.245484,22005.8891756,1.08,1
14276.0074213,5494.8300144,41830.686175,39086.8882278,1.08,0
15961.32127,7095.59506644,30883.349,21466.5239489,1.32,1.04
18049.873124,9367.74155527,38119.997872,32432.6810965,0.52,0.32
18209.66327,9383.74864735,37753.632872,31812.1676403,0.52,0.36
15777.717155,6867.66076854,30471.023732,20915.0710369,1.32,1.08
20823.085759,12785.0912658,29322.310936,19568.2637891,0.36,1.12
21330.360073,13129.5078096,28558.108545,18585.8295955,0.36,1.16
13050.8753942,4402.09798928,33421.917814,24973.7090159,1.64,0.84
16607.429959,7672.59265614,30231.306575,20591.1382642,1.16,1.08
16965.550204,8030.36446589,30608.135627,21100.9142772,1.16,1.04
14067.380556,5265.84029041,32830.484921,24125.7223824,1.64,0.88
22073.810139,14240.6358873,27253.900558,17106.4971991,0.28,1.28
22121.522523,14307.3964972,27166.573184,16990.5600826,0.24,1.28
21143.079972,13380.8582255,28033.1604034,18049.1738871,0.24,1.24
20709.057849,12591.5230001,28065.703206,18044.2581251,0.28,1.24
16240.414393,7229.15414314,22095.3423336,11699.9353736,1.68,1.88
23745.848572,16302.0531176,20034.7538362,10279.5081838,0.24,2
18790.144495,10289.5931806,41331.805115,38156.1405703,0.24,0
21122.090643,13161.8051259,30433.222464,20940.8604797,0.24,1
14343.6797,5457.19378557,31889.475829,22799.8039046,1.72,0.96
13192.585979,4495.11175461,32439.711869,23555.1288446,1.72,0.92
15298.217531,6390.0939718,23318.1570122,13027.6381441,1.68,1.84
13988.1384611,5200.24210306,39907.573592,35540.6573951,1.2,0.2
14048.069748,5366.33839224,37625.629323,31581.6867282,1.2,0.4
15695.053072,6749.34281465,35517.229193,28165.6164529,1.2,0.6
22151.740126,14643.7881034,21775.1667868,11927.5927441,0.2,1.92
14726.1134369,5847.96911445,39028.653692,33987.5041013,1.2,0.28
13814.7071348,5063.94973384,39430.094749,34694.5236152,1.2,0.24
20007.057936,11839.6661579,34045.486082,25953.1978144,0.28,0.68
16714.239766,7953.28706101,40743.907344,37066.4605488,0.68,0.08
15700.208947,6878.27922446,41271.326995,38040.813441,0.68,0.04
19700.865097,11328.9540372,34552.102624,26706.0573039,0.28,0.64
19666.956913,11369.6442432,38307.153573,32758.5722016,0.12,0.28
20210.157576,11878.9482718,31008.798636,21673.1349339,0.32,0.96
20130.726915,11880.995817,31454.748815,22274.2122688,0.32,0.92
14281.537861,5412.4720769,27465.875248,17233.593369,1.76,1.4
20168.616679,11864.8559101,38728.609073,33482.6135312,0.12,0.24
20266.956407,11999.3046422,21461.5759761,11506.9662382,0.72,1.96
12019.1689079,3651.77487101,39565.230749,34934.3004776,1.6,0.24
12195.9428786,3771.9784538,39233.981387,34343.4035688,1.6,0.28
15971.513199,7084.60471126,34637.723625,26808.5496505,1.12,0.68
14331.32404,5442.82323995,29282.807207,19365.73448,1.76,1.2
16758.527039,7892.67812908,34117.394999,26025.9314147,1,0.72
18570.080251,10540.8715889,37720.90267,31759.5802937,0.08,0.32
11657.3654523,3398.06572337,41628.693843,38708.3069998,1.52,0.04
16630.056061,7841.24338162,33751.020438,25482.4366376,1,0.76
20780.306626,12692.1698096,37358.491663,31165.8026449,0.08,0.36
11863.7494034,3518.16785095,41448.250183,38349.2308966,1.52,0.08
20628.987348,12353.5816391,38273.509356,32703.8050013,0.24,0.28
13009.076561,4394.94840112,31830.431875,22722.6523816,1.84,1
10605.6549381,2709.08273369,42390.950565,40133.1860168,1.84,0
20701.664677,12538.6095466,32685.633438,23980.5443855,0.28,0.8
19972.204289,11464.1666439,34937.663927,27294.0808503,0.28,0.6
20273.047678,11906.4515348,37012.611997,30587.8499066,0.28,0.4
18664.307589,10215.0153065,39198.482914,34302.2518444,0.28,0.2
18853.089808,10311.0976999,38918.280158,33809.8052728,0.24,0.24
15666.504791,6727.61292758,23323.1686818,12987.4229789,1.76,1.8
18273.611582,9406.01992321,28133.631833,17999.5220162,0.96,1.24
16236.353344,7285.44406861,24773.4264199,14408.6254392,1.6,1.64
16255.946978,7288.13376346,24306.6688459,13919.4799463,1.6,1.68
22503.347692,15121.3228902,23499.1108896,13398.8270072,0.12,1.68
16701.255177,7938.48042811,37404.795889,31223.35053,0.84,0.4
12382.6597282,3896.29950142,40141.703951,35955.6139564,1.48,0.2
17061.240362,8209.0191131,35339.237519,27893.608709,0.84,0.6
13652.3373321,4898.64550085,36952.56324,30463.7293377,1.96,0.48
18386.885331,9940.49503486,30702.463066,21301.1297889,0.64,1.04
13555.850964,4906.38427429,35772.05137,28552.4983184,1.48,0.6
15682.704647,6802.11972058,39711.684799,35195.5161008,0.84,0.2
13177.141746,4523.76112207,37948.726123,32125.1412629,1.48,0.4
18957.159534,10593.5793481,30117.591149,20544.6064937,0.64,1.08
14542.15091,5635.94608751,33503.665785,25097.9827312,1.48,0.8
17861.89143,9050.45548574,33098.894307,24539.8762397,0.84,0.8
15721.446745,6774.89054111,35075.747456,27475.7141012,1.12,0.64
18260.337146,9544.91972012,25163.6542911,14797.2942038,1,1.56
16089.905783,7152.81635866,36749.869237,30141.0216104,0.96,0.48
20395.765989,12350.9452621,25760.2912519,15515.0580597,0.4,1.48
18853.740378,10203.9923485,25346.3568401,15011.7354376,1,1.52
17004.249711,8063.4178197,27150.268748,16856.598928,1.28,1.36
15649.2676,6816.05456838,37147.491987,30791.2955943,0.96,0.44
14651.220677,5890.83007294,37238.75011,30936.5162141,1.16,0.44
20156.430762,11655.1819845,21326.578605,11240.1295623,0.84,1.92
20097.631419,11774.686209,24859.447267,14560.5642289,0.6,1.56
18423.435789,9729.40350992,38493.072365,33071.4885319,0.48,0.28
14026.3834757,5264.09640345,41050.536448,37629.4885073,1.08,0.08
13095.1896569,4463.85551201,41302.910309,38080.0951297,1.28,0.08
17681.859498,8976.15649365,36445.499759,29648.9812493,0.64,0.48
14234.0699885,5441.79207249,41477.787087,38419.9610039,1.08,0.04
16773.618383,7713.92987872,22151.0195095,11909.8691166,1.64,1.88
17457.1577,8701.42842537,36956.017123,30485.104342,0.64,0.44
19590.750729,10959.0114824,21752.228948,11593.1289575,0.96,1.88
14255.846912,5374.56596012,27988.687509,17794.4971428,1.92,1.32
16644.065965,7809.27948305,23093.6395247,12860.4415743,1.36,1.84
14243.397052,5350.86272168,27646.288805,17408.1161539,1.92,1.36
17557.799472,8731.1509846,22375.7868076,12165.1832196,1.36,1.88
19708.194149,11266.9018986,22463.836384,12421.4010468,0.96,1.84
20156.240758,11885.0651045,28159.859146,18125.6419334,0.08,1.24
12756.4152152,4167.93277453,35435.326432,28018.6377553,1.88,0.64
12077.4465685,3677.86388431,35142.340594,27560.9310089,1.88,0.68
22426.702351,14946.4432298,27291.5871003,17203.5479294,0.08,1.28
19393.556286,11041.3302517,29563.365165,19828.7855277,0.48,1.12
14634.05908,5762.81496952,29409.598668,19547.3969584,1.56,1.2
13381.6121259,4719.42006803,41941.834289,39293.4039712,1.2,0
16434.318017,7485.60415702,31170.37379,21841.2445031,1.2,1
18091.935812,9245.89011371,21150.1337601,11076.7341916,1.2,2
14859.521753,5980.69037628,27311.253593,17037.0894095,1.56,1.4
19973.571872,11771.376437,32770.018867,24101.8586042,0.32,0.8
18755.449729,10178.8327076,34250.405826,26241.9173812,0.56,0.68
17269.285305,8460.52590587,22741.9383647,12584.7019082,1.32,1.88
18577.307601,9943.19283196,34690.427171,26906.6338703,0.56,0.64
18833.637324,10253.456078,39424.664469,34692.9973666,0.32,0.2
19847.154942,11336.2133656,34968.267054,27340.6374459,0.32,0.6
19325.346872,10878.0654287,37116.886212,30760.0742107,0.32,0.4
16853.47607,8009.10703303,28227.309363,18154.0842275,1.2,1.28
16276.296191,7306.79570499,27321.908822,17058.7539724,1.4,1.36
16202.631311,7286.47432914,27911.512485,17779.3834424,1.4,1.32
14570.710952,5763.79919143,31809.277832,22696.6056208,1.92,0.96
19962.420797,11532.3280053,24798.4920879,14508.0840305,0.84,1.56
17193.276087,8334.22685978,28558.344711,18551.9132607,1.2,1.24
17414.365873,8672.64147181,22912.2887243,12694.685979,1.32,1.84
12699.3861793,4135.28984236,32616.991904,23812.0755816,1.92,0.92
19645.2406,11221.3571107,25316.4864444,15020.5200885,0.84,1.52
13465.878001,4808.27588402,39458.497884,34741.7777418,1.28,0.24
15791.006029,6818.94559463,26665.715887,16328.2749507,1.48,1.44
19845.605605,11366.947585,36239.667496,29335.6760221,0.44,0.48
17429.284529,8892.08008901,36828.214429,30271.428834,0.44,0.44
13488.4877725,4822.01723481,39014.685527,33964.0075573,1.28,0.28
15591.329588,6663.35691884,26358.859649,15997.8375618,1.48,1.48
16305.267423,7501.05138779,37062.921179,30654.482811,0.76,0.44
13057.3641729,4446.58899483,41144.493273,37797.2785255,1.24,0.08
19326.341658,10809.2355371,39681.202658,35151.7309878,0.2,0.16
19634.879841,11151.0735742,40126.081639,35944.8155473,0.2,0.12
15214.617856,6197.14258929,24782.584267,14253.8360408,1.8,1.6
14351.970554,5488.58618084,27258.518608,16944.3457884,1.8,1.4
16843.882261,8131.62238952,36585.024446,29878.0130507,0.76,0.48
14236.005313,5351.00379589,29270.453309,19342.2722299,1.8,1.2
